theta1,theta2,theta3,px,py,phi
50,60,120,5.602822558,60.56903813,230
50,60,130,8.458574751,58.56941891,240
50,60,140,11.61817188,57.09607457,250
50,60,150,14.9856112,56.19377193,260
50,60,160,18.45857475,55.88992699,270
50,60,170,21.9315383,56.19377193,280
50,60,180,25.29897762,57.09607457,290
50,70,0,2.139380484,90.26374638,120
50,70,10,-0.716371709,88.26412717,130
50,70,20,-3.181508378,85.7989905,140
50,70,30,-5.181127591,82.94323831,150
50,70,40,-6.654471931,79.78364117,160
50,70,50,-7.556774576,76.41620186,170
50,70,60,-7.860619516,72.94323831,180
50,70,70,-7.556774576,69.47027475,190
50,70,80,-6.654471931,66.10283544,200
50,70,90,-5.181127591,62.94323831,210
50,70,100,-3.181508378,60.08748611,220
50,70,110,-0.716371709,57.62234944,230
50,70,120,2.139380484,55.62273023,240
50,70,130,5.298977618,54.14938589,250
50,70,140,8.666416931,53.24708325,260
50,70,150,12.13938048,52.94323831,270
50,70,160,15.61234404,53.24708325,280
50,70,170,18.97978335,54.14938589,290
50,70,180,22.13938048,55.62273023,300
50,80,0,-6.427876097,84.26488874,130
50,80,10,-8.893012766,81.79975207,140
50,80,20,-10.89263198,78.94399988,150
50,80,30,-12.36597632,75.78440275,160
50,80,40,-13.26827896,72.41696343,170
50,80,50,-13.5721239,68.94399988,180
50,80,60,-13.26827896,65.47103633,190
50,80,70,-12.36597632,62.10359701,200
50,80,80,-10.89263198,58.94399988,210
50,80,90,-8.893012766,56.08824769,220
50,80,100,-6.427876097,53.62311102,230
50,80,110,-3.572123903,51.62349181,240
50,80,120,-0.41252677,50.15014746,250
50,80,130,2.954912544,49.24784482,260
50,80,140,6.427876097,48.94399988,270
50,80,150,9.90083965,49.24784482,280
50,80,160,13.26827896,50.15014746,290
50,80,170,16.4278761,51.62349181,300
50,80,180,19.28362829,53.62311102,310
50,90,0,-13.8232861,76.86947874,140
50,90,10,-15.82290532,74.01372654,150
50,90,20,-17.29624966,70.85412941,160
50,90,30,-18.1985523,67.4866901,170
50,90,40,-18.50239724,64.01372654,180
50,90,50,-18.1985523,60.54076299,190
50,90,60,-17.29624966,57.17332368,200
50,90,70,-15.82290532,54.01372654,210
50,90,80,-13.8232861,51.15797435,220
50,90,90,-11.35814943,48.69283768,230
50,90,100,-8.50239724,46.69321847,240
50,90,110,-5.342800107,45.21987413,250
50,90,120,-1.975360794,44.31757148,260
50,90,130,1.49760276,44.01372654,270
50,90,140,4.970566313,44.31757148,280
50,90,150,8.338005626,45.21987413,290
50,90,160,11.49760276,46.69321847,300
50,90,170,14.35335495,48.69283768,310
50,90,180,16.81849162,51.15797435,320
50,100,0,-19.82214374,68.30222216,150
50,100,10,-21.29548808,65.14262502,160
50,100,20,-22.19779073,61.77518571,170
50,100,30,-22.50163567,58.30222216,180
50,100,40,-22.19779073,54.8292586,190
50,100,50,-21.29548808,51.46181929,200
50,100,60,-19.82214374,48.30222216,210
50,100,70,-17.82252453,45.44646996,220
50,100,80,-15.35738786,42.98133329,230
50,100,90,-12.50163567,40.98171408,240
50,100,100,-9.342038534,39.50836974,250
50,100,110,-5.97459922,38.6060671,260
50,100,120,-2.501635667,38.30222216,270
50,100,130,0.971327886,38.6060671,280
50,100,140,4.338767199,39.50836974,290
50,100,150,7.498364333,40.98171408,300
50,100,160,10.35411653,42.98133329,310
50,100,170,12.8192532,45.44646996,320
50,100,180,14.81887241,48.30222216,330
50,110,0,-24.24217676,58.82343076,160
50,110,10,-25.14447941,55.45599144,170
50,110,20,-25.44832435,51.98302789,180
50,110,30,-25.14447941,48.51006434,190
50,110,40,-24.24217676,45.14262502,200
50,110,50,-22.76883242,41.98302789,210
50,110,60,-20.76921321,39.1272757,220
50,110,70,-18.30407654,36.66213903,230
50,110,80,-15.44832435,34.66251981,240
50,110,90,-12.28872721,33.18917547,250
50,110,100,-8.9212879,32.28687283,260
50,110,110,-5.448324347,31.98302789,270
50,110,120,-1.975360794,32.28687283,280
50,110,130,1.392078519,33.18917547,290
50,110,140,4.551675653,34.66251981,300
50,110,150,7.407427847,36.66213903,310
50,110,160,9.872564515,39.1272757,320
50,110,170,11.87218373,41.98302789,330
50,110,180,13.34552807,45.14262502,340
50,120,0,-26.9490847,48.72111282,170
50,120,10,-27.25292964,45.24814926,180
50,120,20,-26.9490847,41.77518571,190
50,120,30,-26.04678205,38.4077464,200
50,120,40,-24.57343771,35.24814926,210
50,120,50,-22.5738185,32.39239707,220
50,120,60,-20.10868183,29.9272604,230
50,120,70,-17.25292964,27.92764119,240
50,120,80,-14.0933325,26.45429685,250
50,120,90,-10.72589319,25.5519942,260
50,120,100,-7.252929636,25.24814926,270
50,120,110,-3.779966083,25.5519942,280
50,120,120,-0.41252677,26.45429685,290
50,120,130,2.747070364,27.92764119,300
50,120,140,5.602822558,29.9272604,310
50,120,150,8.067959226,32.39239707,320
50,120,160,10.06757844,35.24814926,330
50,120,170,11.54092278,38.4077464,340
50,120,180,12.44322542,41.77518571,350
50,130,0,-27.86061952,38.30222216,180
50,130,10,-27.55677458,34.8292586,190
50,130,20,-26.65447193,31.46181929,200
50,130,30,-25.18112759,28.30222216,210
50,130,40,-23.18150838,25.44646996,220
50,130,50,-20.71637171,22.98133329,230
50,130,60,-17.86061952,20.98171408,240
50,130,70,-14.70102238,19.50836974,250
50,130,80,-11.33358307,18.6060671,260
50,130,90,-7.860619516,18.30222216,270
50,130,100,-4.387655962,18.6060671,280
50,130,110,-1.020216649,19.50836974,290
50,130,120,2.139380484,20.98171408,300
50,130,130,4.995132678,22.98133329,310
50,130,140,7.460269347,25.44646996,320
50,130,150,9.45988856,28.30222216,330
50,130,160,10.9332329,31.46181929,340
50,130,170,11.83553554,34.8292586,350
50,130,180,12.13938048,38.30222216,360
50,140,0,-26.9490847,27.8833315,190
50,140,10,-26.04678205,24.51589218,200
50,140,20,-24.57343771,21.35629505,210
50,140,30,-22.5738185,18.50054286,220
50,140,40,-20.10868183,16.03540619,230
50,140,50,-17.25292964,14.03578697,240
50,140,60,-14.0933325,12.56244263,250
50,140,70,-10.72589319,11.66013999,260
50,140,80,-7.252929636,11.35629505,270
50,140,90,-3.779966083,11.66013999,280
50,140,100,-0.41252677,12.56244263,290
50,140,110,2.747070364,14.03578697,300
50,140,120,5.602822558,16.03540619,310
50,140,130,8.067959226,18.50054286,320
50,140,140,10.06757844,21.35629505,330
50,140,150,11.54092278,24.51589218,340
50,140,160,12.44322542,27.8833315,350
50,140,170,12.74707036,31.35629505,360
50,140,180,12.44322542,34.8292586,370
50,150,0,-24.24217676,17.78101356,200
50,150,10,-22.76883242,14.62141642,210
50,150,20,-20.76921321,11.76566423,220
50,150,30,-18.30407654,9.300527561,230
50,150,40,-15.44832435,7.300908347,240
50,150,50,-12.28872721,5.827564007,250
50,150,60,-8.9212879,4.925261363,260
50,150,70,-5.448324347,4.621416423,270
50,150,80,-1.975360794,4.925261363,280
50,150,90,1.392078519,5.827564007,290
50,150,100,4.551675653,7.300908347,300
50,150,110,7.407427847,9.300527561,310
50,150,120,9.872564515,11.76566423,320
50,150,130,11.87218373,14.62141642,330
50,150,140,13.34552807,17.78101356,340
50,150,150,14.24783071,21.14845287,350
50,150,160,14.55167565,24.62141642,360
50,150,170,14.24783071,28.09437998,370
50,150,180,13.34552807,31.46181929,380
50,160,0,-19.82214374,8.302222156,210
50,160,10,-17.82252453,5.446469962,220
50,160,20,-15.35738786,2.981333294,230
50,160,30,-12.50163567,0.98171408,240
50,160,40,-9.342038534,-0.49163026,250
50,160,50,-5.97459922,-1.393932904,260
50,160,60,-2.501635667,-1.697777844,270
50,160,70,0.971327886,-1.393932904,280
50,160,80,4.338767199,-0.49163026,290
50,160,90,7.498364333,0.98171408,300
50,160,100,10.35411653,2.981333294,310
50,160,110,12.8192532,5.446469962,320
50,160,120,14.81887241,8.302222156,330
50,160,130,16.29221675,11.46181929,340
50,160,140,17.19451939,14.8292586,350
50,160,150,17.49836433,18.30222216,360
50,160,160,17.19451939,21.77518571,370
50,160,170,16.29221675,25.14262502,380
50,160,180,14.81887241,28.30222216,390
50,170,0,-13.8232861,-0.265034425,220
50,170,10,-11.35814943,-2.730171094,230
50,170,20,-8.50239724,-4.729790307,240
50,170,30,-5.342800107,-6.203134647,250
50,170,40,-1.975360794,-7.105437292,260
50,170,50,1.49760276,-7.409282232,270
50,170,60,4.970566313,-7.105437292,280
50,170,70,8.338005626,-6.203134647,290
50,170,80,11.49760276,-4.729790307,300
50,170,90,14.35335495,-2.730171094,310
50,170,100,16.81849162,-0.265034425,320
50,170,110,18.81811084,2.590717768,330
50,170,120,20.29145518,5.750314902,340
50,170,130,21.19375782,9.117754215,350
50,170,140,21.49760276,12.59071777,360
50,170,150,21.19375782,16.06368132,370
50,170,160,20.29145518,19.43112064,380
50,170,170,18.81811084,22.59071777,390
50,170,180,16.81849162,25.44646996,400
50,180,0,-6.427876097,-7.660444431,230
50,180,10,-3.572123903,-9.660063644,240
50,180,20,-0.41252677,-11.13340798,250
50,180,30,2.954912544,-12.03571063,260
50,180,40,6.427876097,-12.33955557,270
50,180,50,9.90083965,-12.03571063,280
50,180,60,13.26827896,-11.13340798,290
50,180,70,16.4278761,-9.660063644,300
50,180,80,19.28362829,-7.660444431,310
50,180,90,21.74876496,-5.195307763,320
50,180,100,23.74838417,-2.339555569,330
50,180,110,25.22172851,0.820041565,340
50,180,120,26.12403116,4.187480878,350
50,180,130,26.4278761,7.660444431,360
50,180,140,26.12403116,11.13340798,370
50,180,150,25.22172851,14.5008473,380
50,180,160,23.74838417,17.66044443,390
50,180,170,21.74876496,20.51619662,400
50,180,180,19.28362829,22.98133329,410
60,0,0,55,95.26279442,60
60,0,10,51.84040287,96.73613876,70
60,0,20,48.47296355,97.6384414,80
60,0,30,45,97.94228634,90
60,0,40,41.52703645,97.6384414,100
60,0,50,38.15959713,96.73613876,110
60,0,60,35,95.26279442,120
60,0,70,32.14424781,93.2631752,130
60,0,80,29.67911114,90.79803853,140
60,0,90,27.67949192,87.94228634,150
60,0,100,26.20614758,84.78268921,160
60,0,110,25.30384494,81.41524989,170
60,0,120,25,77.94228634,180
60,0,130,25.30384494,74.46932279,190
60,0,140,26.20614758,71.10188347,200
60,0,150,27.67949192,67.94228634,210
60,0,160,29.67911114,65.08653415,220
60,0,170,32.14424781,62.62139748,230
60,0,180,35,60.62177826,240
60,10,0,45.5212086,99.68282744,70
60,10,10,42.15376929,100.5851301,80
60,10,20,38.68080573,100.888975,90
60,10,30,35.20784218,100.5851301,100
60,10,40,31.84040287,99.68282744,110
60,10,50,28.68080573,98.2094831,120
60,10,60,25.82505354,96.20986388,130
60,10,70,23.35991687,93.74472721,140
60,10,80,21.36029766,90.88897502,150
60,10,90,19.88695332,87.72937789,160
60,10,100,18.98465067,84.36193857,170
60,10,110,18.68080573,80.88897502,180
60,10,120,18.98465067,77.41601147,190
60,10,130,19.88695332,74.04857215,200
60,10,140,21.36029766,70.88897502,210
60,10,150,23.35991687,68.03322283,220
60,10,160,25.82505354,65.56808616,230
60,10,170,28.68080573,63.56846694,240
60,10,180,31.84040287,62.0951226,250
60,20,0,35.41889066,102.3897354,80
60,20,10,31.94592711,102.6935803,90
60,20,20,28.47296355,102.3897354,100
60,20,30,25.10552424,101.4874327,110
60,20,40,21.94592711,100.0140884,120
60,20,50,19.09017491,98.01446917,130
60,20,60,16.62503824,95.5493325,140
60,20,70,14.62541903,92.69358031,150
60,20,80,13.15207469,89.53398318,160
60,20,90,12.24977205,86.16654386,170
60,20,100,11.94592711,82.69358031,180
60,20,110,12.24977205,79.22061676,190
60,20,120,13.15207469,75.85317744,200
60,20,130,14.62541903,72.69358031,210
60,20,140,16.62503824,69.83782812,220
60,20,150,19.09017491,67.37269145,230
60,20,160,21.94592711,65.37307223,240
60,20,170,25.10552424,63.89972789,250
60,20,180,28.47296355,62.99742525,260
60,30,0,25,103.3012702,90
60,30,10,21.52703645,102.9974252,100
60,30,20,18.15959713,102.0951226,110
60,30,30,15,100.6217783,120
60,30,40,12.14424781,98.62215905,130
60,30,50,9.679111138,96.15702238,140
60,30,60,7.679491924,93.30127019,150
60,30,70,6.206147584,90.14167306,160
60,30,80,5.30384494,86.77423374,170
60,30,90,5,83.30127019,180
60,30,100,5.30384494,79.82830664,190
60,30,110,6.206147584,76.46086732,200
60,30,120,7.679491924,73.30127019,210
60,30,130,9.679111138,70.445518,220
60,30,140,12.14424781,67.98038133,230
60,30,150,15,65.98076211,240
60,30,160,18.15959713,64.50741777,250
60,30,170,21.52703645,63.60511513,260
60,30,180,25,63.30127019,270
60,40,0,14.58110934,102.3897354,100
60,40,10,11.21367003,101.4874327,110
60,40,20,8.054072893,100.0140884,120
60,40,30,5.1983207,98.01446917,130
60,40,40,2.733184031,95.5493325,140
60,40,50,0.733564818,92.69358031,150
60,40,60,-0.739779522,89.53398318,160
60,40,70,-1.642082167,86.16654386,170
60,40,80,-1.945927107,82.69358031,180
60,40,90,-1.642082167,79.22061676,190
60,40,100,-0.739779522,75.85317744,200
60,40,110,0.733564818,72.69358031,210
60,40,120,2.733184031,69.83782812,220
60,40,130,5.1983207,67.37269145,230
60,40,140,8.054072893,65.37307223,240
60,40,150,11.21367003,63.89972789,250
60,40,160,14.58110934,62.99742525,260
60,40,170,18.05407289,62.69358031,270
60,40,180,21.52703645,62.99742525,280
60,50,0,4.4787914,99.68282744,110
60,50,10,1.319194267,98.2094831,120
60,50,20,-1.536557927,96.20986388,130
60,50,30,-4.001694595,93.74472721,140
60,50,40,-6.001313809,90.88897502,150
60,50,50,-7.474658149,87.72937789,160
60,50,60,-8.376960793,84.36193857,170
60,50,70,-8.680805733,80.88897502,180
60,50,80,-8.376960793,77.41601147,190
60,50,90,-7.474658149,74.04857215,200
60,50,100,-6.001313809,70.88897502,210
60,50,110,-4.001694595,68.03322283,220
60,50,120,-1.536557927,65.56808616,230
60,50,130,1.319194267,63.56846694,240
60,50,140,4.4787914,62.0951226,250
60,50,150,7.846230714,61.19281996,260
60,50,160,11.31919427,60.88897502,270
60,50,170,14.79215782,61.19281996,280
60,50,180,18.15959713,62.0951226,290
60,60,0,-5,95.26279442,120
60,60,10,-7.855752194,93.2631752,130
60,60,20,-10.32088886,90.79803853,140
60,60,30,-12.32050808,87.94228634,150
60,60,40,-13.79385242,84.78268921,160
60,60,50,-14.69615506,81.41524989,170
60,60,60,-15,77.94228634,180
60,60,70,-14.69615506,74.46932279,190
60,60,80,-13.79385242,71.10188347,200
60,60,90,-12.32050808,67.94228634,210
60,60,100,-10.32088886,65.08653415,220
60,60,110,-7.855752194,62.62139748,230
60,60,120,-5,60.62177826,240
60,60,130,-1.840402867,59.14843392,250
60,60,140,1.527036447,58.24613128,260
60,60,150,5,57.94228634,270
60,60,160,8.472963553,58.24613128,280
60,60,170,11.84040287,59.14843392,290
60,60,180,15,60.62177826,300
60,70,0,-13.56725658,89.26393678,130
60,70,10,-16.03239325,86.79880011,140
60,70,20,-18.03201246,83.94304791,150
60,70,30,-19.5053568,80.78345078,160
60,70,40,-20.40765945,77.41601147,170
60,70,50,-20.71150439,73.94304791,180
60,70,60,-20.40765945,70.47008436,190
60,70,70,-19.5053568,67.10264505,200
60,70,80,-18.03201246,63.94304791,210
60,70,90,-16.03239325,61.08729572,220
60,70,100,-13.56725658,58.62215905,230
60,70,110,-10.71150439,56.62253984,240
60,70,120,-7.551907254,55.1491955,250
60,70,130,-4.184467941,54.24689285,260
60,70,140,-0.711504387,53.94304791,270
60,70,150,2.761459166,54.24689285,280
60,70,160,6.128898479,55.1491955,290
60,70,170,9.288495613,56.62253984,300
60,70,180,12.14424781,58.62215905,310
60,80,0,-20.96266659,81.86852677,140
60,80,10,-22.9622858,79.01277458,150
60,80,20,-24.43563014,75.85317744,160
60,80,30,-25.33793279,72.48573813,170
60,80,40,-25.64177772,69.01277458,180
60,80,50,-25.33793279,65.53981102,190
60,80,60,-24.43563014,62.17237171,200
60,80,70,-22.9622858,59.01277458,210
60,80,80,-20.96266659,56.15702238,220
60,80,90,-18.49752992,53.69188571,230
60,80,100,-15.64177772,51.6922665,240
60,80,110,-12.48218059,50.21892216,250
60,80,120,-9.114741278,49.31661952,260
60,80,130,-5.641777725,49.01277458,270
60,80,140,-2.168814171,49.31661952,280
60,80,150,1.198625142,50.21892216,290
60,80,160,4.358222275,51.6922665,300
60,80,170,7.213974469,53.69188571,310
60,80,180,9.679111138,56.15702238,320
60,90,0,-26.96152423,73.30127019,150
60,90,10,-28.43486857,70.14167306,160
60,90,20,-29.33717121,66.77423374,170
60,90,30,-29.64101615,63.30127019,180
60,90,40,-29.33717121,59.82830664,190
60,90,50,-28.43486857,56.46086732,200
60,90,60,-26.96152423,53.30127019,210
60,90,70,-24.96190501,50.445518,220
60,90,80,-22.49676835,47.98038133,230
60,90,90,-19.64101615,45.98076211,240
60,90,100,-16.48141902,44.50741777,250
60,90,110,-13.1139797,43.60511513,260
60,90,120,-9.641016151,43.30127019,270
60,90,130,-6.168052598,43.60511513,280
60,90,140,-2.800613285,44.50741777,290
60,90,150,0.358983849,45.98076211,300
60,90,160,3.214736042,47.98038133,310
60,90,170,5.679872711,50.445518,320
60,90,180,7.679491924,53.30127019,330
60,100,0,-31.38155725,63.82247879,160
60,100,10,-32.28385989,60.45503948,170
60,100,20,-32.58770483,56.98207592,180
60,100,30,-32.28385989,53.50911237,190
60,100,40,-31.38155725,50.14167306,200
60,100,50,-29.90821291,46.98207592,210
60,100,60,-27.90859369,44.12632373,220
60,100,70,-25.44345703,41.66118706,230
60,100,80,-22.58770483,39.66156785,240
60,100,90,-19.4281077,38.18822351,250
60,100,100,-16.06066838,37.28592086,260
60,100,110,-12.58770483,36.98207592,270
60,100,120,-9.114741278,37.28592086,280
60,100,130,-5.747301965,38.18822351,290
60,100,140,-2.587704831,39.66156785,300
60,100,150,0.268047362,41.66118706,310
60,100,160,2.733184031,44.12632373,320
60,100,170,4.732803244,46.98207592,330
60,100,180,6.206147584,50.14167306,340
60,110,0,-34.08846518,53.72016085,170
60,110,10,-34.39231012,50.2471973,180
60,110,20,-34.08846518,46.77423374,190
60,110,30,-33.18616254,43.40679443,200
60,110,40,-31.7128182,40.2471973,210
60,110,50,-29.71319898,37.3914451,220
60,110,60,-27.24806231,34.92630843,230
60,110,70,-24.39231012,32.92668922,240
60,110,80,-21.23271299,31.45334488,250
60,110,90,-17.86527367,30.55104224,260
60,110,100,-14.39231012,30.2471973,270
60,110,110,-10.91934657,30.55104224,280
60,110,120,-7.551907254,31.45334488,290
60,110,130,-4.39231012,32.92668922,300
60,110,140,-1.536557927,34.92630843,310
60,110,150,0.928578742,37.3914451,320
60,110,160,2.928197955,40.2471973,330
60,110,170,4.401542295,43.40679443,340
60,110,180,5.30384494,46.77423374,350
60,120,0,-35,43.30127019,180
60,120,10,-34.69615506,39.82830664,190
60,120,20,-33.79385242,36.46086732,200
60,120,30,-32.32050808,33.30127019,210
60,120,40,-30.32088886,30.445518,220
60,120,50,-27.85575219,27.98038133,230
60,120,60,-25,25.98076211,240
60,120,70,-21.84040287,24.50741777,250
60,120,80,-18.47296355,23.60511513,260
60,120,90,-15,23.30127019,270
60,120,100,-11.52703645,23.60511513,280
60,120,110,-8.159597133,24.50741777,290
60,120,120,-5,25.98076211,300
60,120,130,-2.144247806,27.98038133,310
60,120,140,0.320888862,30.445518,320
60,120,150,2.320508076,33.30127019,330
60,120,160,3.793852416,36.46086732,340
60,120,170,4.69615506,39.82830664,350
60,120,180,5,43.30127019,360
60,130,0,-34.08846518,32.88237953,190
60,130,10,-33.18616254,29.51494022,200
60,130,20,-31.7128182,26.35534308,210
60,130,30,-29.71319898,23.49959089,220
60,130,40,-27.24806231,21.03445422,230
60,130,50,-24.39231012,19.03483501,240
60,130,60,-21.23271299,17.56149067,250
60,130,70,-17.86527367,16.65918802,260
60,130,80,-14.39231012,16.35534308,270
60,130,90,-10.91934657,16.65918802,280
60,130,100,-7.551907254,17.56149067,290
60,130,110,-4.39231012,19.03483501,300
60,130,120,-1.536557927,21.03445422,310
60,130,130,0.928578742,23.49959089,320
60,130,140,2.928197955,26.35534308,330
60,130,150,4.401542295,29.51494022,340
60,130,160,5.30384494,32.88237953,350
60,130,170,5.60768988,36.35534308,360
60,130,180,5.30384494,39.82830664,370
60,140,0,-31.38155725,22.78006159,200
60,140,10,-29.90821291,19.62046446,210
60,140,20,-27.90859369,16.76471226,220
60,140,30,-25.44345703,14.29957559,230
60,140,40,-22.58770483,12.29995638,240
60,140,50,-19.4281077,10.82661204,250
60,140,60,-16.06066838,9.924309396,260
60,140,70,-12.58770483,9.620464456,270
60,140,80,-9.114741278,9.924309396,280
60,140,90,-5.747301965,10.82661204,290
60,140,100,-2.587704831,12.29995638,300
60,140,110,0.268047362,14.29957559,310
60,140,120,2.733184031,16.76471226,320
60,140,130,4.732803244,19.62046446,330
60,140,140,6.206147584,22.78006159,340
60,140,150,7.108450229,26.1475009,350
60,140,160,7.412295169,29.62046446,360
60,140,170,7.108450229,33.09342801,370
60,140,180,6.206147584,36.46086732,380
60,150,0,-26.96152423,13.30127019,210
60,150,10,-24.96190501,10.445518,220
60,150,20,-22.49676835,7.980381327,230
60,150,30,-19.64101615,5.980762114,240
60,150,40,-16.48141902,4.507417774,250
60,150,50,-13.1139797,3.605115129,260
60,150,60,-9.641016151,3.301270189,270
60,150,70,-6.168052598,3.605115129,280
60,150,80,-2.800613285,4.507417774,290
60,150,90,0.358983849,5.980762114,300
60,150,100,3.214736042,7.980381327,310
60,150,110,5.679872711,10.445518,320
60,150,120,7.679491924,13.30127019,330
60,150,130,9.152836264,16.46086732,340
60,150,140,10.05513891,19.82830664,350
60,150,150,10.35898385,23.30127019,360
60,150,160,10.05513891,26.77423374,370
60,150,170,9.152836264,30.14167306,380
60,150,180,7.679491924,33.30127019,390
60,160,0,-20.96266659,4.734013608,220
60,160,10,-18.49752992,2.268876939,230
60,160,20,-15.64177772,0.269257726,240
60,160,30,-12.48218059,-1.204086614,250
60,160,40,-9.114741278,-2.106389258,260
60,160,50,-5.641777725,-2.410234198,270
60,160,60,-2.168814171,-2.106389258,280
60,160,70,1.198625142,-1.204086614,290
60,160,80,4.358222275,0.269257726,300
60,160,90,7.213974469,2.268876939,310
60,160,100,9.679111138,4.734013608,320
60,160,110,11.67873035,7.589765802,330
60,160,120,13.15207469,10.74936294,340
60,160,130,14.05437734,14.11680225,350
60,160,140,14.35822228,17.5897658,360
60,160,150,14.05437734,21.06272936,370
60,160,160,13.15207469,24.43016867,380
60,160,170,11.67873035,27.5897658,390
60,160,180,9.679111138,30.445518,400
60,170,0,-13.56725658,-2.661396398,230
60,170,10,-10.71150439,-4.661015611,240
60,170,20,-7.551907254,-6.134359951,250
60,170,30,-4.184467941,-7.036662596,260
60,170,40,-0.711504387,-7.340507536,270
60,170,50,2.761459166,-7.036662596,280
60,170,60,6.128898479,-6.134359951,290
60,170,70,9.288495613,-4.661015611,300
60,170,80,12.14424781,-2.661396398,310
60,170,90,14.60938447,-0.196259729,320
60,170,100,16.60900369,2.659492464,330
60,170,110,18.08234803,5.819089598,340
60,170,120,18.98465067,9.186528911,350
60,170,130,19.28849561,12.65949246,360
60,170,140,18.98465067,16.13245602,370
60,170,150,18.08234803,19.49989533,380
60,170,160,16.60900369,22.65949246,390
60,170,170,14.60938447,25.51524466,400
60,170,180,12.14424781,27.98038133,410
60,180,0,-5,-8.660254038,240
60,180,10,-1.840402867,-10.13359838,250
60,180,20,1.527036447,-11.03590102,260
60,180,30,5,-11.33974596,270
60,180,40,8.472963553,-11.03590102,280
60,180,50,11.84040287,-10.13359838,290
60,180,60,15,-8.660254038,300
60,180,70,17.85575219,-6.660634825,310
60,180,80,20.32088886,-4.195498156,320
60,180,90,22.32050808,-1.339745962,330
60,180,100,23.79385242,1.819851171,340
60,180,110,24.69615506,5.187290485,350
60,180,120,25,8.660254038,360
60,180,130,24.69615506,12.13321759,370
60,180,140,23.79385242,15.5006569,380
60,180,150,22.32050808,18.66025404,390
60,180,160,20.32088886,21.51600623,400
60,180,170,17.85575219,23.9811429,410
60,180,180,15,25.98076211,420
70,0,0,37.62221577,103.3661883,70
70,0,10,34.25477645,104.2684909,80
70,0,20,30.7818129,104.5723359,90
70,0,30,27.30884935,104.2684909,100
70,0,40,23.94141003,103.3661883,110
70,0,50,20.7818129,101.8928439,120
70,0,60,17.92606071,99.89322473,130
70,0,70,15.46092404,97.42808806,140
70,0,80,13.46130482,94.57233587,150
70,0,90,11.98796048,91.41273874,160
70,0,100,11.08565784,88.04529942,170
70,0,110,10.7818129,84.57233587,180
70,0,120,11.08565784,81.09937232,190
70,0,130,11.98796048,77.731933,200
70,0,140,13.46130482,74.57233587,210
70,0,150,15.46092404,71.71658368,220
70,0,160,17.92606071,69.25144701,230
70,0,170,20.7818129,67.2518278,240
70,0,180,23.94141003,65.77848346,250
70,10,0,27.51989783,106.0730962,80
70,10,10,24.04693427,106.3769412,90
70,10,20,20.57397072,106.0730962,100
70,10,30,17.20653141,105.1707936,110
70,10,40,14.04693427,103.6974492,120
70,10,50,11.19118208,101.69783,130
70,10,60,8.726045411,99.23269335,140
70,10,70,6.726426197,96.37694116,150
70,10,80,5.253081857,93.21734403,160
70,10,90,4.350779213,89.84990471,170
70,10,100,4.046934273,86.37694116,180
70,10,110,4.350779213,82.90397761,190
70,10,120,5.253081857,79.53653829,200
70,10,130,6.726426197,76.37694116,210
70,10,140,8.726045411,73.52118897,220
70,10,150,11.19118208,71.0560523,230
70,10,160,14.04693427,69.05643308,240
70,10,170,17.20653141,67.58308874,250
70,10,180,20.57397072,66.6807861,260
70,20,0,17.10100717,106.984631,90
70,20,10,13.62804361,106.6807861,100
70,20,20,10.2606043,105.7784835,110
70,20,30,7.101007166,104.3051391,120
70,20,40,4.245254973,102.3055199,130
70,20,50,1.780118304,99.84038323,140
70,20,60,-0.219500909,96.98463104,150
70,20,70,-1.692845249,93.82503391,160
70,20,80,-2.595147894,90.45759459,170
70,20,90,-2.898992834,86.98463104,180
70,20,100,-2.595147894,83.51166749,190
70,20,110,-1.692845249,80.14422817,200
70,20,120,-0.219500909,76.98463104,210
70,20,130,1.780118304,74.12887885,220
70,20,140,4.245254973,71.66374218,230
70,20,150,7.101007166,69.66412296,240
70,20,160,10.2606043,68.19077862,250
70,20,170,13.62804361,67.28847598,260
70,20,180,17.10100717,66.98463104,270
70,30,0,6.682116506,106.0730962,100
70,30,10,3.314677193,105.1707936,110
70,30,20,0.15508006,103.6974492,120
70,30,30,-2.700672134,101.69783,130
70,30,40,-5.165808803,99.23269335,140
70,30,50,-7.165428016,96.37694116,150
70,30,60,-8.638772356,93.21734403,160
70,30,70,-9.541075001,89.84990471,170
70,30,80,-9.84491994,86.37694116,180
70,30,90,-9.541075001,82.90397761,190
70,30,100,-8.638772356,79.53653829,200
70,30,110,-7.165428016,76.37694116,210
70,30,120,-5.165808803,73.52118897,220
70,30,130,-2.700672134,71.0560523,230
70,30,140,0.15508006,69.05643308,240
70,30,150,3.314677193,67.58308874,250
70,30,160,6.682116506,66.6807861,260
70,30,170,10.15508006,66.37694116,270
70,30,180,13.62804361,66.6807861,280
70,40,0,-3.420201433,103.3661883,110
70,40,10,-6.579798567,101.8928439,120
70,40,20,-9.43555076,99.89322473,130
70,40,30,-11.90068743,97.42808806,140
70,40,40,-13.90030664,94.57233587,150
70,40,50,-15.37365098,91.41273874,160
70,40,60,-16.27595363,88.04529942,170
70,40,70,-16.57979857,84.57233587,180
70,40,80,-16.27595363,81.09937232,190
70,40,90,-15.37365098,77.731933,200
70,40,100,-13.90030664,74.57233587,210
70,40,110,-11.90068743,71.71658368,220
70,40,120,-9.43555076,69.25144701,230
70,40,130,-6.579798567,67.2518278,240
